WEEKDAY_APPR_PROCESS_START_SUNDAY_y,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,CODE_REJECT_REASON_HC,BUREAU_DAYS_CREDIT_ENDDATE_MIN,AMT_GOODS_PRICE,TOTALAREA_MODE,NAME_SELLER_INDUSTRY_XNA,PREVAPP_CNT_PAYMENT_MEAN,BUREAU_DAYS_CREDIT_MIN,PREVAPP_DAYS_FIRST_DUE_MEAN,SK_ID_CURR,NAME_YIELD_GROUP_middle,PREVAPP_AMT_APPLICATION_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,OBS_60_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_STATUS_Canceled_x,PREVAPP_AMT_ANNUITY_SUM,WEEKDAY_APPR_PROCESS_START_THURSDAY_y,POS_SK_DPD_DEF_SUM,PREVAPP_DAYS_FIRST_DRAWING_MEAN,CREDIT_TYPE_Credit card,NAME_CONTRACT_STATUS_Active_x,BUREAU_DAYS_CREDIT_MEAN,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MAX,COMMONAREA_AVG,POS_SK_ID_PREV_MEAN,PREVAPP_AMT_APPLICATION_MAX,NAME_PORTFOLIO_Cards,NAME_CONTRACT_STATUS_Completed_x,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MEAN,BUREAU_DAYS_CREDIT_MAX,NAME_CLIENT_TYPE_New,AMT_ANNUITY,PREVAPP_DAYS_TERMINATION_MAX,POS_CNT_INSTALMENT_FUTURE_SUM,FLOORSMAX_AVG,PREVAPP_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,PREVAPP_DAYS_DECISION_MEAN,NAME_CONTRACT_TYPE_Cash loans,NAME_CLIENT_TYPE_Repeater,CODE_REJECT_REASON_XAP,POS_SK_ID_PREV_MAX,BUREAU_DAYS_ENDDATE_FACT_MEAN,APARTMENTS_AVG,NAME_PRODUCT_TYPE_x-sell,BUREAU_AMT_CREDIT_SUM_MEAN,AMT_INCOME_TOTAL,BUREAU_DAYS_ENDDATE_FACT_MIN,NAME_GOODS_CATEGORY_Consumer Electronics,CNT_CHILDREN,BASEMENTAREA_AVG,DAYS_ID_PUBLISH,PREVAPP_CNT_PAYMENT_MAX,NAME_PAYMENT_TYPE_XNA,NAME_PORTFOLIO_POS,BUREAU_AMT_CREDIT_MAX_OVERDUE_SUM,BUREAU_DAYS_CREDIT_ENDDATE_MAX,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE,PREVAPP_AMT_DOWN_PAYMENT_MAX,NAME_YIELD_GROUP_low_normal,BUREAU_SK_ID_BUREAU_MAX,LIVINGAPARTMENTS_AVG,NAME_GOODS_CATEGORY_XNA,LIVINGAREA_AVG,NAME_SELLER_INDUSTRY_Consumer electronics,BUREAU_AMT_CREDIT_SUM_MAX,NAME_PORTFOLIO_Cash,WEEKDAY_APPR_PROCESS_START_WEDNESDAY_y,NAME_GOODS_CATEGORY_Computers,CNT_FAM_MEMBERS,PREVAPP_AMT_APPLICATION_SUM,PRODUCT_COMBINATION_Cash,NONLIVINGAREA_AVG,AGE,POS_SK_DPD_MEAN,NAME_CONTRACT_STATUS_Signed_x,PREVAPP_AMT_DOWN_PAYMENT_MEAN,PRODUCT_COMBINATION_POS mobile with interest,CHANNEL_TYPE_AP+ (Cash loan),POS_MONTHS_BALANCE_SUM,POS_SK_DPD_MAX,NAME_TYPE_SUITE_Unaccompanied_y,NAME_PRODUCT_TYPE_XNA,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,POS_CNT_INSTALMENT_MEAN,PREVAPP_AMT_ANNUITY_MEAN,WEEKDAY_APPR_PROCESS_START_SATURDAY_y,NAME_GOODS_CATEGORY_Audio/Video,CODE_REJECT_REASON_LIMIT,OBS_30_CNT_SOCIAL_CIRCLE,WEEKDAY_APPR_PROCESS_START_FRIDAY,AMT_CREDIT,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,EXT_SOURCE_3,EXT_SOURCE_1,POS_CNT_INSTALMENT_MAX,CODE_REJECT_REASON_SCOFR,POS_SK_DPD_SUM,PREVAPP_DAYS_FIRST_DUE_MAX,POS_SK_DPD_DEF_MAX,HOUR_APPR_PROCESS_START,POS_CNT_INSTALMENT_SUM,PREVAPP_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,PREVAPP_SELLERPLACE_AREA_MAX,BUREAU_SK_ID_BUREAU_MEAN,BUREAU_SK_ID_BUREAU_MIN,LANDAREA_AVG,PREVAPP_SELLERPLACE_AREA_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,PREVAPP_AMT_GOODS_PRICE_MAX,NAME_CONTRACT_TYPE_Revolving loans,DEF_30_CNT_SOCIAL_CIRCLE,PREVAPP_SK_ID_PREV_MAX,NAME_CONTRACT_STATUS_Refused_x,WEEKDAY_APPR_PROCESS_START_MONDAY_y,BUREAU_DAYS_ENDDATE_FACT_MAX,NAME_YIELD_GROUP_high,PREVAPP_AMT_GOODS_PRICE_MEAN,PREVAPP_AMT_ANNUITY_MAX,CHANNEL_TYPE_Credit and cash offices,CREDIT_TYPE_Consumer credit,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MAX,OWN_CAR_AGE,NAME_PAYMENT_TYPE_Cash through the bank,CHANNEL_TYPE_Stone,DAYS_BIRTH,PREVAPP_AMT_CREDIT_MAX,CREDIT_ACTIVE_Closed,POS_CNT_INSTALMENT_FUTURE_MAX,POS_SK_DPD_DEF_MEAN,COMMONAREA_MODE,NAME_CONTRACT_STATUS_Approved_x,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,PREVAPP_SK_ID_PREV_MEAN,PREVAPP_DAYS_LAST_DUE_MAX,WEEKDAY_APPR_PROCESS_START_TUESDAY_y,NAME_CONTRACT_TYPE_Consumer loans,EXT_SOURCE_2,PREVAPP_DAYS_TERMINATION_MEAN,PREVAPP_AMT_GOODS_PRICE_SUM,PREVAPP_RATE_DOWN_PAYMENT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MIN,CHANNEL_TYPE_Regional / Local,CHANNEL_TYPE_Country-wide,NAME_PORTFOLIO_XNA,FLOORSMIN_AVG,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,NAME_GOODS_CATEGORY_Mobile,PREVAPP_AMT_CREDIT_MEAN,NAME_SELLER_INDUSTRY_Connectivity,ENTRANCES_AVG,PREVAPP_NFLAG_INSURED_ON_APPROVAL_MEAN,PREVAPP_DAYS_LAST_DUE_MEAN,YEARS_BUILD_AVG,DAYS_EMPLOYED,NAME_PRODUCT_TYPE_walk-in,PREVAPP_HOUR_APPR_PROCESS_START_MEAN,PREVAPP_RATE_DOWN_PAYMENT_MEAN,CREDIT_ACTIVE_Active,PREVAPP_HOUR_APPR_PROCESS_START_MAX,POS_MONTHS_BALANCE_MAX,NAME_YIELD_GROUP_XNA,NAME_TYPE_SUITE_Family_y,BUREAU_AMT_CREDIT_SUM_SUM,PREVAPP_AMT_DOWN_PAYMENT_SUM,POS_CNT_INSTALMENT_FUTURE_MEAN,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,COMMONAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,POS_MONTHS_BALANCE_MEAN
0,182142,1,-1070,391097,0.0778,0,18,-2242,-1371,160500,0,95011,-172,16,0,79762,1,49,-1034,1,0,-2094,486915,-2207,0.2775,2210948,52122,0,0,-1286,-118,0,15351,-264,73,0.4161,753054,963324,-2279,0,0,0,1323926,-1126,0.1701,0,103828,247306,-2876,1,1.144,0.9443,-251,40,1,1,148612,-308,-2928,-1090,45820,1,2921658,0.0163,1,0.5192,0,18425,1,1,1,2.1337,1310023,0,0.351,26,1.6217,1,42888,0,1,-2288,4,1,1,644946,3,6055,1,1,0,1,0,467917,67233,0.5541,0.1123,0,0,19,-46,7,9,26,-2904,0.0224,67,2042594,2325888,0.5201,70,-532,450104,0,5,1583555,0,1,-2656,1,9107,14319,1,1,-987,7,0,0,-9446,556958,1,44,2.4034,0.5206,0,2.2296,39872,2839626,-781,1,1,0.8285,-1007,275279,0.4196,-1349,1,0,0,0.2634,104455,0,126463,0,0.333,0.8226,-1238,0.7581,-29406,1,9,0.4915,1,10,-24,0,0,1887922,9032,5,6098,0.1744,0.894,-47
1,92196,0,-1634,447057,0.4967,1,5,-2141,-2292,604928,0,79908,-2841,10,1,89242,1,20,-8,1,1,-2101,207324,-530,0.4216,2298882,436640,1,0,-2262,-2658,1,15159,-2952,82,0.2178,421892,999349,-575,0,0,0,1526293,-1195,0.2855,1,274176,223024,-1762,1,0.6475,0.6507,-290,48,0,0,56754,-1811,-13602,-2460,45037,0,2582152,0.7911,0,0.0055,0,296477,0,1,1,4.8907,1635773,0,0.3819,41,0.9457,1,18404,1,1,-4079,2,0,1,1653504,2,12098,0,0,0,4,1,445414,141160,0.6046,0.1443,26,0,74,-2479,6,10,88,-2957,0.0273,386,1811353,2186802,0.1192,182,-870,260157,0,15,1907575,0,1,-611,1,4566,13013,1,1,-2401,12,0,0,-16739,353924,1,16,3.7914,0.7608,0,0.7207,37692,2423744,-307,1,0,0.7565,-471,1355475,0.9843,-2700,0,1,0,0.1427,259978,1,134347,1,0.2334,0.1321,-500,0.8441,-25982,1,10,0.7293,0,8,-31,0,1,57989,880,8,6365,0.8361,0.8701,-24
1,75414,0,-828,432211,0.2564,0,11,-1757,-747,629664,0,273724,-1818,11,0,95902,1,47,-1376,1,1,-2846,105207,-2157,0.3765,2055427,459645,1,0,-182,-2122,1,16874,-494,72,0.0896,726690,247377,-168,1,0,0,1969190,-597,0.283,1,267290,176388,-2618,0,2.3536,0.0039,-3303,20,0,1,161565,-968,-11614,-454,38062,0,1163752,0.1133,0,0.2711,1,370557,0,1,1,4.208,349360,1,0.0013,44,0.2536,0,45694,0,0,-4677,8,1,0,1981144,7,4980,0,0,0,3,0,467648,81642,0.5587,0.1672,42,0,87,-2860,7,9,65,-1846,0.0386,246,1766922,1538374,0.4992,446,-666,127060,0,12,2783975,0,0,-1641,1,358672,11272,0,0,-491,4,0,0,-12691,22998,1,48,3.9505,0.9539,1,0.705,15326,2690428,-2111,1,1,0.5253,-847,47704,0.6049,-1504,1,1,1,0.8768,298867,1,147519,0,0.8342,0.5052,-143,0.9682,-17861,0,14,0.382,1,5,-22,0,1,507196,46985,8,2919,0.3581,0.6423,-27
0,291436,1,-1687,438417,0.2135,1,20,-76,-2331,331129,1,132243,-840,2,0,63890,1,96,-77,0,1,-1093,242966,-2842,0.679,2121306,337226,0,1,-1074,-1676,1,16370,-1083,38,0.9903,1098186,637688,-1484,0,1,1,1390029,-989,0.9488,0,271955,243471,-1227,1,1.0127,0.9097,-3330,49,1,0,178787,-2191,-4055,-2415,97338,1,1107793,0.8958,1,0.0119,1,211642,1,1,0,4.337,550941,1,0.5865,33,3.6748,0,9097,1,1,-2904,2,0,0,1801703,3,17144,1,0,0,15,0,465485,22639,0.6209,0.1617,25,1,90,-1973,4,16,9,-782,0.0243,324,1507669,2582861,0.4079,173,-599,393195,1,8,2154543,0,0,-1070,0,63190,17837,1,0,-2035,6,1,1,-10258,496667,0,41,4.0576,0.927,1,2.1977,9226,2154376,-124,0,1,0.5712,-2139,537778,0.8191,-1588,0,1,0,0.1928,45311,1,280206,1,0.3337,0.5478,-531,0.5038,-17074,0,2,0.7007,1,15,-91,0,0,1557465,41461,19,1217,0.3207,0.0171,-17
1,251367,1,-943,415229,0.3318,0,1,-1883,-1987,331102,0,125028,-2462,5,0,35794,0,98,-2837,0,1,-2822,403052,-1092,0.5684,1457050,391587,1,1,-739,-1538,0,16149,-182,13,0.3702,1481586,595556,-2495,1,0,0,1608096,-855,0.0268,0,168575,230413,-2171,0,1.0903,0.8353,-7894,42,1,1,150045,-1871,-808,-2366,86980,1,2288089,0.6945,0,0.1346,0,354457,1,1,1,1.251,1775706,0,0.4513,49,3.6953,0,20813,0,0,-3372,2,0,0,503955,6,10866,1,0,1,1,0,421256,155412,0.566,0.1015,38,1,51,-1506,1,10,9,-2059,0.0279,195,1869774,2995096,0.1033,3,-1369,539152,0,4,2282861,1,0,-1585,0,29056,9282,0,1,-944,3,0,0,-15661,471556,0,15,1.8363,0.761,0,2.0649,10160,2154626,-19,1,1,0.5958,-2571,1984752,0.8384,-786,0,0,0,0.8258,78863,0,214874,0,0.6379,0.9562,-2628,0.5493,-13656,0,2,0.8582,0,19,-5,0,1,745207,49234,4,98,0.059,0.4457,-19
0,265890,1,-714,422392,0.8888,1,17,-596,-1214,427159,1,259389,-1850,11,1,24513,1,32,-2661,1,0,-1803,86314,-2184,0.3139,2779139,417398,1,1,-784,-1972,1,16077,-2082,90,0.8411,1714711,829638,-635,1,0,0,2957543,-144,0.715,1,106215,177433,-2827,1,1.72,0.8296,-4557,35,1,1,117406,-851,-18507,-452,63215,1,1413241,0.5005,0,0.9481,1,245914,0,0,1,1.8949,1987983,1,0.5603,51,3.3122,1,46757,0,0,-1963,0,0,0,1847863,14,16525,1,1,0,0,1,440472,110695,0.6044,0.1584,44,0,45,-2765,6,9,60,-2430,0.0377,251,1661819,2736420,0.9032,379,-304,232679,1,3,1829634,0,0,-2814,0,49016,2847,1,1,-224,6,1,0,-10749,406833,0,36,3.9704,0.0475,1,2.7886,29455,2183842,-1632,0,1,0.6767,-1794,1908166,0.034,-1843,0,0,1,0.377,173671,0,280381,1,0.5658,0.0282,-2791,0.0216,-23696,1,22,0.9541,0,0,-116,1,0,1810048,188010,4,5010,0.1249,0.1514,-11
0,52691,1,-2596,445601,0.1816,0,0,-2234,-2779,196060,0,261549,-1162,0,0,42301,0,87,-1904,1,0,-1162,263373,-2966,0.8499,2305370,172461,0,0,-845,-396,0,15649,-829,99,0.0901,1903279,819367,-394,0,1,1,1071133,-210,0.7341,0,288300,176602,-2734,0,1.7508,0.393,-2520,6,1,1,118640,-2576,-3941,-2579,14404,0,1893208,0.1619,1,0.1044,1,279102,1,1,1,1.9666,1433601,0,0.5776,25,0.8368,1,37316,0,0,-241,1,1,1,1973106,5,1426,0,0,1,3,0,451184,83242,0.6544,0.2276,35,0,20,-2108,6,17,85,-391,0.0421,161,1212134,1768249,0.9218,387,-2927,330882,1,18,1249135,0,0,-2462,1,13952,13272,1,0,-2531,13,0,0,-17152,177492,0,41,1.2373,0.6652,0,1.4408,17232,1713021,-2840,0,1,0.6299,-1187,425112,0.3045,-257,1,1,0,0.3529,298671,0,189540,1,0.9887,0.8626,-1519,0.7181,-21083,0,2,0.2374,0,10,-106,1,0,599354,197648,12,5796,0.8355,0.6243,-26
1,53159,1,-963,436416,0.5936,1,21,-1400,-1597,117612,0,176397,-816,0,1,10180,1,68,-1196,0,0,-2979,225456,-2664,0.8351,1724293,370582,0,0,-1937,-2697,0,15700,-664,84,0.3867,1070503,85732,-1752,0,0,1,2672457,-2709,0.4534,0,23308,151518,-2592,1,2.8367,0.5046,-5526,45,1,0,39787,-1162,-19857,-712,38099,0,1944496,0.3412,0,0.7442,1,281447,1,0,0,2.8212,1041576,0,0.6028,26,2.4735,0,35194,1,1,-4572,9,0,0,609601,14,17970,0,0,0,11,1,427174,73034,0.6131,0.2327,29,0,59,-1481,4,16,73,-1234,0.0486,493,1973251,2442297,0.642,369,-2944,17266,0,9,1167500,1,1,-2430,1,391822,692,0,1,-1583,0,1,1,-11072,442601,0,40,0.7414,0.0328,1,0.3841,40341,1556499,-2033,1,1,0.6749,-439,1359328,0.806,-2849,0,0,0,0.7684,72724,1,297187,0,0.6249,0.5169,-2355,0.7645,-12805,1,3,0.0232,0,4,-55,1,0,109264,58275,9,7411,0.4844,0.4937,-35
1,120971,1,-1770,399007,0.7653,0,19,-2053,-132,583056,0,134290,-1093,1,0,43529,1,80,-38,1,0,-297,334551,-2501,0.423,2360344,399810,1,0,-2635,-1602,0,16657,-835,6,0.9252,262585,824748,-1291,1,0,0,1837679,-1755,0.8947,1,150786,178802,-509,0,2.3326,0.4272,-4476,41,0,0,173248,-1965,-12343,-1883,52587,0,2994234,0.3264,0,0.6894,1,293069,0,0,0,1.4747,1816577,1,0.9098,28,3.9205,0,4339,1,1,-542,1,1,1,1610843,17,3047,0,1,0,14,0,475855,61701,0.4136,0.0565,35,1,23,-285,2,12,97,-832,0.0456,294,1501397,1302939,0.3655,139,-2765,38443,0,11,1743974,1,1,-656,0,164761,7600,0,1,-2802,13,1,0,-16186,320234,0,31,3.8851,0.3791,1,0.5457,8696,2173250,-1686,1,0,0.7816,-950,253213,0.3129,-1210,1,0,1,0.8773,269637,0,122965,1,0.3532,0.4291,-693,0.6782,-24463,0,16,0.1129,0,4,-2,0,1,272522,138083,11,4875,0.3416,0.7909,-44
1,105008,1,-452,405920,0.0775,0,1,-2861,-2374,414427,0,210351,-1331,13,0,80232,1,38,-631,1,0,-1359,386066,-1441,0.94,2775572,187814,0,0,-1018,-2776,1,16681,-1890,47,0.4091,63552,168854,-400,0,1,1,2722677,-1792,0.1258,0,31692,186728,-686,0,1.2738,0.2077,-4838,56,0,1,58519,-2025,-14104,-1829,7060,0,2529329,0.9139,1,0.896,0,404000,1,1,0,2.8814,1194247,1,0.7258,56,2.9776,0,41351,0,0,-4742,8,1,1,991708,5,16588,1,0,0,7,1,459522,14448,0.4291,0.2145,3,0,22,-2132,1,10,7,-2715,0.0425,75,1644330,1402176,0.8611,299,-2072,496833,1,0,1168466,0,1,-382,1,200327,18004,1,1,-429,10,1,1,-16229,190812,1,47,4.5015,0.7352,1,4.61,5670,2545547,-2058,1,0,0.5998,-838,1124279,0.3639,-1246,0,0,0,0.0123,58149,0,111075,0,0.8576,0.8574,-615,0.9851,-24729,1,4,0.9599,0,16,-74,1,0,1990063,32300,12,9426,0.3985,0.516,-49
1,127544,1,-2092,440863,0.8423,1,22,-2376,-1919,183518,0,226722,-364,0,0,37105,0,0,-2761,1,0,-1734,413201,-1989,0.905,2242367,48923,1,0,-645,-2802,0,16669,-231,86,0.4687,471667,70255,-1449,1,0,1,1930819,-2154,0.6767,1,276313,203751,-2835,0,2.6889,0.0014,-7921,20,0,0,70238,-1360,-18614,-1218,37537,0,1693651,0.2709,1,0.4162,0,202997,1,1,1,4.9239,702161,0,0.9111,27,1.2498,0,22072,0,1,-1681,3,0,1,432913,0,14789,1,0,1,2,0,449931,98208,0.4582,0.1318,16,0,81,-428,9,17,13,-1740,0.0327,19,1205968,1682782,0.2597,155,-1174,139700,1,3,2514747,0,1,-1514,1,103664,77,0,1,-2612,17,0,1,-18353,216350,0,35,1.1779,0.8887,1,1.2023,10785,2995561,-2591,1,0,0.505,-493,1824604,0.9442,-2519,0,0,1,0.119,123188,1,122807,1,0.043,0.9939,-2175,0.8446,-6762,1,3,0.9627,0,17,-6,0,1,1133949,106162,0,6142,0.6899,0.4844,-39
1,71038,0,-110,409584,0.962,0,4,-2492,-643,132630,0,281072,-2345,8,0,97751,1,69,-2502,0,0,-29,106171,-2613,0.696,2385068,170046,0,1,-1367,-114,0,15791,-132,34,0.4209,511360,833757,-445,0,1,0,1755029,-666,0.8827,1,77895,203029,-365,1,1.3712,0.5085,-5830,12,0,0,140567,-461,-16701,-1380,53003,0,2320643,0.8433,1,0.2196,1,49330,0,0,0,3.458,1029361,1,0.9898,35,1.6898,1,29720,1,0,-4220,0,1,0,1777787,8,7344,0,1,0,0,1,422769,74671,0.5494,0.084,47,1,58,-2661,1,9,31,-2612,0.0251,484,2926034,1716153,0.2092,158,-2321,43831,0,6,1585712,0,0,-2524,0,349764,13369,0,0,-1086,13,0,1,-24210,43187,1,32,0.3199,0.2164,1,2.3708,31059,1066795,-802,1,1,0.7661,-181,1286107,0.3422,-2242,1,1,0,0.9431,16477,1,272284,1,0.035,0.4022,-2149,0.2885,-27305,0,4,0.9586,0,13,-109,0,1,84710,141920,9,3981,0.216,0.8465,-43
0,213523,1,-12,437205,0.9655,0,2,-824,-192,598099,1,114762,-1051,2,0,7893,1,52,-1591,1,0,-2528,82199,-186,0.5037,2912138,473844,1,0,-2669,-236,1,16136,-106,17,0.7255,1852030,890032,-2884,1,0,0,2367927,-2814,0.6111,1,56077,235092,-200,1,1.5369,0.2919,-2292,24,1,0,45847,-1379,-5552,-1139,64089,0,2781480,0.7414,0,0.4131,1,144253,1,1,0,4.9712,684933,0,0.0323,58,2.649,1,35037,0,0,-1896,7,0,0,1395958,1,17448,0,1,1,19,0,469269,145459,0.6708,0.1263,6,0,6,-872,1,16,32,-2278,0.0297,299,1200628,1875558,0.3703,304,-2684,541046,0,12,1691753,0,0,-1812,0,83881,17960,0,1,-2722,7,0,0,-17448,183550,1,30,1.6568,0.0668,1,1.5893,32641,2544344,-1801,1,0,0.542,-42,898352,0.2209,-1226,0,1,1,0.0549,240874,1,188612,1,0.0369,0.8018,-2247,0.9581,-15652,1,12,0.4692,0,1,-118,1,1,1126193,80466,19,5510,0.9463,0.8318,-58
1,122345,0,-1301,435449,0.8675,1,9,-1864,-1840,467710,1,177495,-1568,15,1,63058,0,64,-850,1,0,-2388,215653,-1098,0.341,2050815,454756,0,0,-1108,-2933,1,15162,-716,26,0.4862,58692,519566,-1235,1,0,0,2094741,-1078,0.4748,1,86687,246313,-2369,1,2.569,0.3518,-2786,43,0,1,108106,-2164,-7100,-1146,47789,1,1657434,0.5782,1,0.5372,0,263382,0,1,0,3.1433,274038,0,0.8986,53,3.6954,0,8106,1,1,-3377,8,0,0,973833,14,9373,0,1,1,4,0,449488,65257,0.694,0.1572,27,1,79,-956,0,15,64,-1141,0.0475,147,2074521,1752054,0.7644,449,-2827,134772,1,1,1039332,0,0,-2886,1,53941,11474,0,1,-1644,4,0,1,-15358,498219,1,23,1.426,0.2892,1,3.8743,32390,2874358,-2160,0,0,0.5697,-2398,233662,0.4566,-2367,1,0,1,0.9894,88381,0,167764,1,0.1001,0.4672,-700,0.85,-29217,1,22,0.0263,1,13,-34,0,0,974274,62757,8,1245,0.5814,0.5354,-37
1,123025,0,-1193,449201,0.7468,0,18,-1217,-605,563884,1,13793,-2747,19,0,33358,1,68,-2021,1,0,-1901,238196,-325,0.5198,2657518,131917,0,1,-2993,-251,0,16126,-1780,26,0.516,905743,470592,-1803,0,1,1,2799992,-1932,0.9726,0,87333,242050,-1354,0,2.8144,0.7973,-1228,15,1,0,34565,-1505,-9183,-575,30406,0,2702840,0.7593,0,0.2037,0,194761,1,1,1,1.4453,1785886,0,0.4864,49,0.4047,0,20982,1,0,-2334,0,1,0,50830,16,626,1,1,1,15,0,423934,64624,0.7829,0.2096,15,1,85,-780,9,17,2,-2544,0.0297,214,1296145,1607340,0.7116,247,-2289,463322,0,14,2975685,1,1,-1628,1,48910,95,0,1,-2713,18,0,1,-20790,26196,0,19,1.8435,0.2525,1,0.3677,24313,1372934,-498,0,1,0.6999,-2579,315045,0.4915,-1543,0,1,0,0.7391,221396,0,92598,1,0.7627,0.2608,-2960,0.5335,-16992,1,21,0.8569,0,15,-64,1,1,1835544,176408,17,6729,0.7159,0.1644,-45
1,89224,0,-104,396584,0.8705,0,7,-1588,-2896,244937,1,95127,-2924,0,0,50473,1,46,-2506,0,1,-2171,409151,-2228,0.6898,2010327,129036,0,1,-401,-752,1,15755,-2242,39,0.1146,1890334,342395,-1519,1,1,1,2481373,-599,0.2765,1,47349,222621,-1332,0,1.1417,0.1021,-618,38,1,1,180485,-2683,-7730,-2620,59051,1,2710937,0.1605,1,0.4028,0,177098,1,1,1,1.5764,564394,1,0.847,33,2.8513,0,13423,0,1,-4180,4,0,1,1829825,2,1294,0,1,0,8,1,440642,101021,0.5831,0.1712,9,1,64,-1161,4,17,25,-2530,0.0292,359,2037566,2716702,0.639,147,-565,434845,1,7,2238054,0,1,-1903,1,388974,13096,0,1,-1656,14,1,0,-23283,561162,1,40,3.8132,0.1513,1,2.4746,6842,1311600,-1882,1,0,0.8142,-2803,1518624,0.939,-312,1,1,0,0.9118,249194,1,263411,1,0.212,0.1759,-1121,0.9762,-3907,0,19,0.4975,0,21,-72,1,0,1647579,83830,18,1073,0.5095,0.0936,-15
0,192103,0,-2647,400134,0.2307,0,2,-233,-1129,579175,0,47801,-1167,14,1,43060,1,3,-2527,0,0,-2415,209477,-2170,0.9818,2131236,463604,1,0,-2850,-1183,0,16927,-757,77,0.3051,1311810,273427,-2384,0,0,0,1393715,-438,0.7437,0,261039,192190,-2781,1,2.9873,0.3226,-5613,27,1,1,95028,-1154,-13325,-2230,66524,1,2436230,0.5126,0,0.2557,1,594311,1,0,0,3.6408,620137,0,0.6561,43,2.3781,1,15415,1,0,-2679,7,0,1,1813716,4,16240,1,0,1,17,0,430087,99566,0.5277,0.0876,25,0,15,-2144,2,9,13,-766,0.0458,359,1159283,2259735,0.6825,385,-2353,2913,1,12,1058522,1,0,-551,1,53103,2839,0,1,-2098,15,1,1,-21461,524819,0,45,2.5565,0.342,1,3.5704,15863,2000996,-704,1,1,0.5686,-990,1007623,0.5405,-2434,1,1,1,0.3188,141982,1,239532,0,0.1608,0.3175,-1350,0.3322,-11193,0,4,0.7972,1,19,-18,1,0,29870,90239,4,8827,0.4126,0.3878,-24
1,50000,1,-600,409007,0.5079,1,17,-2577,-1948,392939,1,51884,-2993,11,0,77753,1,61,-2792,0,0,-1873,321910,-378,0.5988,2755394,290475,0,1,-4,-1797,1,16444,-460,59,0.0054,819127,45736,-1064,0,1,1,1053381,-179,0.2907,1,173965,167488,-1529,1,2.3475,0.5281,-2154,3,0,0,147389,-1071,-17362,-2174,19487,1,2565375,0.6825,1,0.2103,0,89733,0,0,0,2.8944,1269818,1,0.5372,56,2.3858,0,11433,1,0,-3234,1,1,0,1706338,10,13964,1,1,0,11,0,439472,135232,0.5513,0.1163,27,1,76,-270,8,11,99,-2216,0.0428,34,1996468,1575194,0.9139,345,-2495,375143,1,0,2850702,1,0,-2876,0,389274,4044,0,1,-1252,18,1,0,-21259,466849,0,18,2.7417,0.0051,1,1.1089,45119,1162304,-2777,0,1,0.7158,-1808,795786,0.3838,-1352,1,0,0,0.6201,161551,0,14843,1,0.0122,0.5013,-2914,0.6232,-6545,1,4,0.286,0,21,-22,0,0,1755674,197788,9,8385,0.5876,0.297,-25
0,270954,1,-543,380097,0.3034,0,19,-2410,-767,540613,1,251762,-2448,16,1,92216,0,9,-2830,0,0,-2960,191839,-1719,0.9406,1004902,311760,1,0,-465,-1279,0,16035,-1657,62,0.5738,179300,943106,-2914,1,1,1,1278923,-83,0.541,0,115168,209909,-1600,1,2.679,0.1705,-635,38,1,0,106325,-1328,-10493,-2225,21952,1,1335401,0.5265,0,0.7023,1,208948,0,0,1,1.2317,1438877,0,0.9476,49,4.0289,1,30368,0,1,-3145,9,0,1,1191954,19,3570,1,0,0,13,0,471664,68957,0.6491,0.2422,17,0,77,-322,2,9,26,-1534,0.0207,49,1541472,2671829,0.1083,151,-839,184451,1,16,1252366,1,1,-1386,0,167247,10850,0,1,-210,16,0,1,-13502,424300,0,6,0.2698,0.5222,0,1.9421,8718,1393630,-506,0,1,0.6863,-250,613601,0.1947,-1059,0,0,1,0.8362,48657,1,24349,0,0.5544,0.9181,-2032,0.5028,-26479,0,2,0.1497,1,22,-36,0,0,1860208,161309,9,2545,0.8245,0.2585,-41
